ISO3,Country,2015
CIV,Côte d’Ivoire,45.23
CIV,Côte d’Ivoire,45.32
SLE,Sierra Leone,45.48
COG,Congo,45.7
CHN,China,46.75
CPV,Cabo Verde,47.57
GIN,Guinea,47.62
AFG,Afghanistan,47.75
CPV,Cabo Verde,47.84
GIN,Guinea,47.9
GIN,Guinea,47.99
CPV,Cabo Verde,48.18
SYR,Syrian Arab Republic,48.3
MNG,Mongolia,48.81
LBY,Libya,49.01
BFA,Burkina Faso,49.09
CHN,China,49.63
AFG,Afghanistan,49.8
BFA,Burkina Faso,50.63
PAK,Pakistan,50.81
BFA,Burkina Faso,50.96
GNB,Guinea-Bissau,50.97
LBY,Libya,51.1
GNB,Guinea-Bissau,51.38
LBY,Libya,51.85
GNB,Guinea-Bissau,52
BGD,Bangladesh,52.64
PAK,Pakistan,52.87
NGA,Nigeria,53.51
SEN,Senegal,53.55
IND,India,54.04
GMB,Gambia,54.71
GMB,Gambia,54.73
GMB,Gambia,54.73
SEN,Senegal,54.74
TCD,Chad,55.19
TCD,Chad,55.79
KWT,Kuwait,56.02
BGD,Bangladesh,56.03
PAK,Pakistan,56.1
SEN,Senegal,56.23
BGD,Bangladesh,57.18
AFG,Afghanistan,57.34
SAU,Saudi Arabia,58.04
CMR,Cameroon,58.09
CMR,Cameroon,58.25
CMR,Cameroon,58.4
BHR,Bahrain,58.45
TCD,Chad,58.59
BHR,Bahrain,58.94
BHR,Bahrain,58.97
SAU,Saudi Arabia,59.17
SWE,Sweden,6.33
BRN,Brunei Darussalam,6.46
CAN,Canada,6.46
AUS,Australia,6.48
BRN,Brunei Darussalam,6.5
NZL,New Zealand,6.58
BRN,Brunei Darussalam,6.76
FIN,Finland,6.78
NZL,New Zealand,6.91
NZL,New Zealand,6.99
MLI,Mali,60.26
IRQ,Iraq,60.48
IND,India,60.51
MLI,Mali,60.95
NGA,Nigeria,61.28
MLI,Mali,61.29
SAU,Saudi Arabia,62.11
KWT,Kuwait,62.26
IRQ,Iraq,63.11
NPL,Nepal,63.93
KWT,Kuwait,64.64
IRQ,Iraq,65.29
NPL,Nepal,65.94
MRT,Mauritania,66.89
EGY,Egypt,67.17
MRT,Mauritania,67.64
IND,India,68.06
MRT,Mauritania,68.4
QAT,Qatar,69.06
SWE,Sweden,7
NRU,Nauru,7.04
NRU,Nauru,7.04
TUV,Tuvalu,7.28
TUV,Tuvalu,7.28
FIN,Finland,7.28
PLW,Palau,7.33
SWE,Sweden,7.37
PLW,Palau,7.4
PLW,Palau,7.42
ISL,Iceland,7.42
ISL,Iceland,7.43
AUS,Australia,7.44
ISL,Iceland,7.44
COK,Cook Islands,7.59
COK,Cook Islands,7.59
AUS,Australia,7.59
EST,Estonia,7.68
NOR,Norway,7.74
NIU,Niue,7.76
NIU,Niue,7.76
NPL,Nepal,71.28
EGY,Egypt,72.72
EGY,Egypt,73.44
QAT,Qatar,76.67
NER,Niger,77.54
QAT,Qatar,77.58
USA,United States of America,8.11
FIN,Finland,8.16
CAN,Canada,8.21
KNA,Saint Kitts and Nevis,8.39
KNA,Saint Kitts and Nevis,8.43
NRU,Nauru,8.48
NOR,Norway,8.49
KNA,Saint Kitts and Nevis,8.5
EST,Estonia,8.56
CAN,Canada,8.56
SMR,San Marino,8.59
SMR,San Marino,8.59
URY,Uruguay,8.83
NER,Niger,81
NER,Niger,81.67
EST,Estonia,9.03
URY,Uruguay,9.07
URY,Uruguay,9.09
USA,United States of America,9.19
MUS,Mauritius,9.2
IRL,Ireland,9.23
USA,United States of America,9.44
PRT,Portugal,9.48
NOR,Norway,9.5
JPN,Japan,9.9
GBR,United Kingdom of Great Britain and Northern Ireland,9.97
